ticker,fiscal_year,fiscal_quarter,quarter_end,calendar_year,calendar_quarter,quarter_index,capex_usd,ytd_capex_usd,source_concept,accession,calendar_label,capex_ttm_usd,capex_yoy_growth
META,2020,2,2020-06-30,2020,2,8082,3255000000,6813000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-21-000049,2020-Q2,14445000000,-0.10404624277456642
META,2020,3,2020-09-30,2020,3,8083,3689000000,10502000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-21-000065,2020-Q3,14602000000,0.04445073612684025
META,2020,4,2020-12-31,2020,4,8084,4661000000,15163000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-23-000013,2020-Q4,15163000000,0.13682926829268283
META,2021,1,2021-03-31,2021,1,8085,4303000000,4303000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-22-000057,2021-Q1,15908000000,0.20938729623383923
META,2021,2,2021-06-30,2021,2,8086,4641000000,8944000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-22-000082,2021-Q2,17294000000,0.4258064516129032
META,2021,3,2021-09-30,2021,3,8087,4346000000,13290000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-22-000108,2021-Q3,17951000000,0.1780970452697208
META,2021,4,2021-12-31,2021,4,8088,5400000000,18690000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-24-000012,2021-Q4,18690000000,0.1585496674533362
META,2022,1,2022-03-31,2022,1,8089,5441000000,5441000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-23-000067,2022-Q1,19828000000,0.2644666511735998
META,2022,2,2022-06-30,2022,2,8090,7572000000,13013000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-23-000093,2022-Q2,22759000000,0.6315449256625727
META,2022,3,2022-09-30,2022,3,8091,9375000000,22388000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-23-000103,2022-Q3,27788000000,1.1571560055223196
META,2022,4,2022-12-31,2022,4,8092,8798000000,31186000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-25-000017,2022-Q4,31186000000,0.6292592592592592
META,2023,1,2023-03-31,2023,1,8093,6823000000,6823000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-24-000049,2023-Q1,32568000000,0.2539974269435765
META,2023,2,2023-06-30,2023,2,8094,6134000000,12957000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-24-000069,2023-Q2,31130000000,-0.18991019545694665
META,2023,3,2023-09-30,2023,3,8095,6496000000,19453000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-24-000081,2023-Q3,28251000000,-0.30709333333333333
META,2023,4,2023-12-31,2023,4,8096,7592000000,27045000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-26-003942,2023-Q4,27045000000,-0.13707660832007273
META,2024,1,2024-03-31,2024,1,8097,6400000000,6400000000,PaymentsToAcquirePropertyPlantAndEquipment,0001326801-25-000054,2024-Q1,26622000000,-0.06199618935951923
META,2024,2,2024-06-30,2024,2,8098,8173000000,14573000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-25-036791,2024-Q2,28661000000,0.3324095207042712
META,2024,3,2024-09-30,2024,3,8099,8258000000,22831000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-25-047240,2024-Q3,30423000000,0.27124384236453203
META,2024,4,2024-12-31,2024,4,8100,14425000000,37256000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-26-003942,2024-Q4,37256000000,0.9000263435194942
META,2025,1,2025-03-31,2025,1,8101,12941000000,12941000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-26-028526,2025-Q1,43797000000,1.02203125
META,2025,2,2025-06-30,2025,2,8102,16538000000,29479000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-26-050705,2025-Q2,52162000000,1.0234919858069254
META,2025,3,2025-09-30,2025,3,8103,18829000000,48308000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-25-047240,2025-Q3,62733000000,1.2800920319689997
META,2025,4,2025-12-31,2025,4,8104,21383000000,69691000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-26-003942,2025-Q4,69691000000,0.48235701906412487
META,2026,1,2026-03-31,2026,1,8105,18997000000,18997000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-26-028526,2026-Q1,75747000000,0.46797001777296954
META,2026,2,2026-06-30,2026,2,8106,30116000000,49113000000,PaymentsToAcquirePropertyPlantAndEquipment,0001628280-26-050705,2026-Q2,89325000000,0.821018260974725
MSFT,2008,4,2008-06-30,2008,2,8034,,3182000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-10-171791,2008-Q2,,
MSFT,2009,1,2008-09-30,2008,3,8035,778000000,778000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-09-212454,2008-Q3,,
MSFT,2009,2,2008-12-31,2008,4,8036,842000000,1620000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-10-015598,2008-Q4,,
MSFT,2009,3,2009-03-31,2009,1,8037,632000000,2252000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-10-090116,2009-Q1,,
MSFT,2009,4,2009-06-30,2009,2,8038,867000000,3119000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-11-200680,2009-Q2,3119000000,
MSFT,2010,1,2009-09-30,2009,3,8039,435000000,435000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-10-239825,2009-Q3,2776000000,-0.4408740359897172
MSFT,2010,2,2009-12-31,2009,4,8040,376000000,811000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-11-015947,2009-Q4,2310000000,-0.5534441805225654
MSFT,2010,3,2010-03-31,2010,1,8041,408000000,1219000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-11-115186,2010-Q1,2086000000,-0.35443037974683544
MSFT,2010,4,2010-06-30,2010,2,8042,758000000,1977000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-12-316848,2010-Q2,1977000000,-0.12572087658592845
MSFT,2011,1,2010-09-30,2010,3,8043,564000000,564000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-11-276022,2010-Q3,2106000000,0.29655172413793096
MSFT,2011,2,2010-12-31,2010,4,8044,491000000,1055000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-12-026864,2010-Q4,2221000000,0.30585106382978733
MSFT,2011,3,2011-03-31,2011,1,8045,658000000,1713000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-12-170665,2011-Q1,2471000000,0.6127450980392157
MSFT,2011,4,2011-06-30,2011,2,8046,642000000,2355000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-13-310206,2011-Q2,2355000000,-0.15303430079155678
MSFT,2012,1,2011-09-30,2011,3,8047,436000000,436000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-12-427209,2011-Q3,2227000000,-0.22695035460992907
MSFT,2012,2,2011-12-31,2011,4,8048,498000000,934000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-13-022207,2011-Q4,2234000000,0.014256619144602745
MSFT,2012,3,2012-03-31,2012,1,8049,749000000,1683000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-13-160748,2012-Q1,2325000000,0.13829787234042556
MSFT,2012,4,2012-06-30,2012,2,8050,622000000,2305000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-14-289961,2012-Q2,2305000000,-0.031152647975077885
MSFT,2013,1,2012-09-30,2012,3,8051,603000000,603000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-13-409855,2012-Q3,2472000000,0.3830275229357798
MSFT,2013,2,2012-12-31,2012,4,8052,930000000,1533000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-14-018634,2012-Q4,2904000000,0.8674698795180722
MSFT,2013,3,2013-03-31,2013,1,8053,930000000,2463000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-14-157088,2013-Q1,3085000000,0.2416555407209613
MSFT,2013,4,2013-06-30,2013,2,8054,1794000000,4257000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-15-272806,2013-Q2,4257000000,1.8842443729903535
MSFT,2014,1,2013-09-30,2013,3,8055,1231000000,1231000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-14-380252,2013-Q3,4885000000,1.041459369817579
MSFT,2014,2,2013-12-31,2013,4,8056,1732000000,2963000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-15-020351,2013-Q4,5687000000,0.8623655913978494
MSFT,2014,3,2014-03-31,2014,1,8057,1192000000,4155000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-15-144151,2014-Q1,5949000000,0.2817204301075269
MSFT,2014,4,2014-06-30,2014,2,8058,1330000000,5485000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-16-662209,2014-Q2,5485000000,-0.25863991081382387
MSFT,2015,1,2014-09-30,2014,3,8059,1282000000,1282000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-15-350718,2014-Q3,5536000000,0.04142973192526411
MSFT,2015,2,2014-12-31,2014,4,8060,1490000000,2772000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-16-441821,2014-Q4,5294000000,-0.13972286374133946
MSFT,2015,3,2015-03-31,2015,1,8061,1391000000,4163000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-16-550254,2015-Q1,5493000000,0.16694630872483218
MSFT,2015,4,2015-06-30,2015,2,8062,1781000000,5944000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-17-014900,2015-Q2,5944000000,0.33909774436090223
MSFT,2016,1,2015-09-30,2015,3,8063,1356000000,1356000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-16-742796,2015-Q3,6018000000,0.057722308892355745
MSFT,2016,2,2015-12-31,2015,4,8064,2024000000,3380000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-17-000654,2015-Q4,6552000000,0.35838926174496644
MSFT,2016,3,2016-03-31,2016,1,8065,2308000000,5688000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-17-007547,2016-Q1,7469000000,0.659237958303379
MSFT,2016,4,2016-06-30,2016,2,8066,2655000000,8343000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-18-019062,2016-Q2,8343000000,0.49073554183043244
MSFT,2017,1,2016-09-30,2016,3,8067,2163000000,2163000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-17-020171,2016-Q3,9150000000,0.595132743362832
MSFT,2017,2,2016-12-31,2016,4,8068,1988000000,4151000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-18-001129,2016-Q4,9114000000,-0.017786561264822143
MSFT,2017,3,2017-03-31,2017,1,8069,1695000000,5846000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-18-009307,2017-Q1,8501000000,-0.26559792027729634
MSFT,2017,4,2017-06-30,2017,2,8070,2283000000,8129000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-19-027952,2017-Q2,8129000000,-0.14011299435028246
MSFT,2018,1,2017-09-30,2017,3,8071,2132000000,2132000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-18-024893,2017-Q3,8098000000,-0.014331946370781279
MSFT,2018,2,2017-12-31,2017,4,8072,2586000000,4718000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-19-001392,2017-Q4,8696000000,0.300804828973843
MSFT,2018,3,2018-03-31,2018,1,8073,2934000000,7652000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-19-012709,2018-Q1,9935000000,0.7309734513274335
MSFT,2018,4,2018-06-30,2018,2,8074,3980000000,11632000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-20-034944,2018-Q2,11632000000,0.7433201927288655
MSFT,2019,1,2018-09-30,2018,3,8075,3602000000,3602000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-19-037549,2018-Q3,13102000000,0.6894934333958724
MSFT,2019,2,2018-12-31,2018,4,8076,3707000000,7309000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-20-002450,2018-Q4,14223000000,0.4334880123743232
MSFT,2019,3,2019-03-31,2019,1,8077,2565000000,9874000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-20-019706,2019-Q1,13854000000,-0.12576687116564422
MSFT,2019,4,2019-06-30,2019,2,8078,4051000000,13925000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-21-039151,2019-Q2,13925000000,0.01783919597989958
MSFT,2020,1,2019-09-30,2019,3,8079,3385000000,3385000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-20-047996,2019-Q3,13708000000,-0.06024430871737918
MSFT,2020,2,2019-12-31,2019,4,8080,3545000000,6930000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-21-002316,2019-Q4,13546000000,-0.04370110601564603
MSFT,2020,3,2020-03-31,2020,1,8081,3767000000,10697000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-21-020891,2020-Q1,14748000000,0.46861598440545804
MSFT,2020,4,2020-06-30,2020,2,8082,4744000000,15441000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-22-026876,2020-Q2,15441000000,0.17106887188348563
MSFT,2021,1,2020-09-30,2020,3,8083,4907000000,4907000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-21-051992,2020-Q3,16963000000,0.4496307237813886
MSFT,2021,2,2020-12-31,2020,4,8084,4174000000,9081000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-22-002324,2020-Q4,17592000000,0.1774330042313117
MSFT,2021,3,2021-03-31,2021,1,8085,5089000000,14170000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-22-015675,2021-Q1,18914000000,0.3509423944783647
MSFT,2021,4,2021-06-30,2021,2,8086,6452000000,20622000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-23-035122,2021-Q2,20622000000,0.3600337268128162
MSFT,2022,1,2021-09-30,2021,3,8087,5810000000,5810000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-22-035087,2021-Q3,21525000000,0.18402282453637664
MSFT,2022,2,2021-12-31,2021,4,8088,5865000000,11675000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-23-000733,2021-Q4,23216000000,0.40512697652132257
MSFT,2022,3,2022-03-31,2022,1,8089,5340000000,17015000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-23-014423,2022-Q1,23467000000,0.04932206720377286
MSFT,2022,4,2022-06-30,2022,2,8090,6871000000,23886000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-24-087843,2022-Q2,23886000000,0.0649411035337879
MSFT,2023,1,2022-09-30,2022,3,8091,6283000000,6283000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-23-054855,2022-Q3,24359000000,0.08141135972461266
MSFT,2023,2,2022-12-31,2022,4,8092,6274000000,12557000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-24-008814,2022-Q4,24768000000,0.06973572037510656
MSFT,2023,3,2023-03-31,2023,1,8093,6607000000,19164000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-24-048288,2023-Q1,26035000000,0.2372659176029963
MSFT,2023,4,2023-06-30,2023,2,8094,8943000000,28107000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-25-100235,2023-Q2,28107000000,0.30155726968417995
MSFT,2024,1,2023-09-30,2023,3,8095,9917000000,9917000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-24-118967,2023-Q3,31741000000,0.5783861212796435
MSFT,2024,2,2023-12-31,2023,4,8096,9735000000,19652000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-25-010491,2023-Q4,35202000000,0.5516416958877908
MSFT,2024,3,2024-03-31,2024,1,8097,10952000000,30604000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-25-061046,2024-Q1,39547000000,0.6576358407749356
MSFT,2024,4,2024-06-30,2024,2,8098,13873000000,44477000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-26-323660,2024-Q2,44477000000,0.5512691490551269
MSFT,2025,1,2024-09-30,2024,3,8099,14923000000,14923000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-25-256321,2024-Q3,49483000000,0.5047897549662197
MSFT,2025,2,2024-12-31,2024,4,8100,15804000000,30727000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-26-027207,2024-Q4,55552000000,0.6234206471494608
MSFT,2025,3,2025-03-31,2025,1,8101,16745000000,47472000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-26-191507,2025-Q1,61345000000,0.528944485025566
MSFT,2025,4,2025-06-30,2025,2,8102,17079000000,64551000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-26-323660,2025-Q2,64551000000,0.23109637425214435
MSFT,2026,1,2025-09-30,2025,3,8103,19394000000,19394000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-25-256321,2025-Q3,69022000000,0.2996046371373049
MSFT,2026,2,2025-12-31,2025,4,8104,29876000000,49270000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-26-027207,2025-Q4,83094000000,0.8904074917742344
MSFT,2026,3,2026-03-31,2026,1,8105,30876000000,80146000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-26-191507,2026-Q1,97225000000,0.8438936996118245
MSFT,2026,4,2026-06-30,2026,2,8106,35802000000,115948000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-26-323660,2026-Q2,115948000000,1.096258563147725
ORCL,2010,4,2010-05-31,2010,2,8042,,230000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-12-284007,2010-Q2,,
ORCL,2011,1,2010-08-31,2010,3,8043,118000000,118000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-11-255436,2010-Q3,,
ORCL,2011,2,2010-11-30,2010,4,8044,121000000,239000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-11-351954,2010-Q4,,
ORCL,2011,3,2011-02-28,2011,1,8045,133000000,372000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-12-129918,2011-Q1,,
ORCL,2011,4,2011-05-31,2011,2,8046,78000000,450000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-13-272832,2011-Q2,450000000,
ORCL,2012,1,2011-08-31,2011,3,8047,160000000,160000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-12-401697,2011-Q3,492000000,0.35593220338983045
ORCL,2012,2,2011-11-30,2011,4,8048,129000000,289000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-12-513009,2011-Q4,500000000,0.06611570247933884
ORCL,2012,3,2012-02-29,2012,1,8049,142000000,431000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-13-122271,2012-Q1,509000000,0.06766917293233088
ORCL,2012,4,2012-05-31,2012,2,8050,217000000,648000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-14-251351,2012-Q2,648000000,1.782051282051282
ORCL,2013,1,2012-08-31,2012,3,8051,139000000,139000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-13-373455,2012-Q3,627000000,-0.13124999999999998
ORCL,2013,2,2012-11-30,2012,4,8052,212000000,351000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-13-481081,2012-Q4,710000000,0.6434108527131783
ORCL,2013,3,2013-02-28,2013,1,8053,116000000,467000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-14-108126,2013-Q1,684000000,-0.18309859154929575
ORCL,2013,4,2013-05-31,2013,2,8054,183000000,650000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-15-235239,2013-Q2,650000000,-0.15668202764976957
ORCL,2014,1,2013-08-31,2013,3,8055,153000000,153000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-14-350291,2013-Q3,664000000,0.1007194244604317
ORCL,2014,2,2013-11-30,2013,4,8056,126000000,279000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-14-448728,2013-Q4,578000000,-0.4056603773584906
ORCL,2014,3,2014-02-28,2014,1,8057,147000000,426000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-15-098586,2014-Q1,609000000,0.26724137931034475
ORCL,2014,4,2014-05-31,2014,2,8058,154000000,580000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-16-628942,2014-Q2,580000000,-0.1584699453551912
ORCL,2015,1,2014-08-31,2014,3,8059,201000000,201000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-15-323532,2014-Q3,628000000,0.3137254901960784
ORCL,2015,2,2014-11-30,2014,4,8060,225000000,426000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-15-407703,2014-Q4,727000000,0.7857142857142858
ORCL,2015,3,2015-02-28,2015,1,8061,368000000,794000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-16-510333,2015-Q1,948000000,1.5034013605442178
ORCL,2015,4,2015-05-31,2015,2,8062,597000000,1391000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-17-214833,2015-Q2,1391000000,2.8766233766233764
ORCL,2016,1,2015-08-31,2015,3,8063,446000000,446000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-16-713596,2015-Q3,1636000000,1.2189054726368158
ORCL,2016,2,2015-11-30,2015,4,8064,195000000,641000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-16-797253,2015-Q4,1606000000,-0.1333333333333333
ORCL,2016,3,2016-02-29,2016,1,8065,368000000,1009000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-17-087309,2016-Q1,1606000000,0.0
ORCL,2016,4,2016-05-31,2016,2,8066,180000000,1189000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-18-201034,2016-Q2,1189000000,-0.6984924623115578
ORCL,2017,1,2016-08-31,2016,3,8067,299000000,299000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-17-287455,2016-Q3,1042000000,-0.32959641255605376
ORCL,2017,2,2016-11-30,2016,4,8068,757000000,1056000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-17-372232,2016-Q4,1604000000,2.882051282051282
ORCL,2017,3,2017-02-28,2017,1,8069,440000000,1496000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-18-090646,2017-Q1,1676000000,0.19565217391304346
ORCL,2017,4,2017-05-31,2017,2,8070,525000000,2021000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-19-023119,2017-Q2,2021000000,1.9166666666666665
ORCL,2018,1,2017-08-31,2017,3,8071,473000000,473000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-18-023315,2017-Q3,2195000000,0.5819397993311037
ORCL,2018,2,2017-11-30,2017,4,8072,599000000,1072000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-18-031113,2017-Q4,2037000000,-0.20871862615587844
ORCL,2018,3,2018-02-28,2018,1,8073,286000000,1358000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-19-008273,2018-Q1,1883000000,-0.35
ORCL,2018,4,2018-05-31,2018,2,8074,378000000,1736000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-20-030125,2018-Q2,1736000000,-0.28
ORCL,2019,1,2018-08-31,2018,3,8075,383000000,383000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-19-034717,2018-Q3,1646000000,-0.19027484143763218
ORCL,2019,2,2018-11-30,2018,4,8076,421000000,804000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-19-045966,2018-Q4,1468000000,-0.2971619365609349
ORCL,2019,3,2019-02-28,2019,1,8077,443000000,1247000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-20-010833,2019-Q1,1625000000,0.548951048951049
ORCL,2019,4,2019-05-31,2019,2,8078,413000000,1660000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-21-033616,2019-Q2,1660000000,0.09259259259259256
ORCL,2020,1,2019-08-31,2019,3,8079,386000000,386000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-20-043448,2019-Q3,1663000000,0.007832898172323688
ORCL,2020,2,2019-11-30,2019,4,8080,349000000,735000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-20-056896,2019-Q4,1591000000,-0.17102137767220904
ORCL,2020,3,2020-02-29,2020,1,8081,396000000,1131000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-21-012539,2020-Q1,1544000000,-0.10609480812641081
ORCL,2020,4,2020-05-31,2020,2,8082,433000000,1564000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-22-023675,2020-Q2,1564000000,0.04842615012106544
ORCL,2021,1,2020-08-31,2020,3,8083,436000000,436000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-21-047772,2020-Q3,1614000000,0.1295336787564767
ORCL,2021,2,2020-11-30,2020,4,8084,568000000,1004000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-21-060022,2020-Q4,1833000000,0.6275071633237823
ORCL,2021,3,2021-02-28,2021,1,8085,414000000,1418000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-22-009859,2021-Q1,1851000000,0.045454545454545414
ORCL,2021,4,2021-05-31,2021,2,8086,717000000,2135000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-23-028914,2021-Q2,2135000000,0.6558891454965359
ORCL,2022,1,2021-08-31,2021,3,8087,1062000000,1062000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-22-031545,2021-Q3,2761000000,1.4357798165137616
ORCL,2022,2,2021-11-30,2021,4,8088,925000000,1987000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-22-039278,2021-Q4,3118000000,0.6285211267605635
ORCL,2022,3,2022-02-28,2022,1,8089,1101000000,3088000000,PaymentsToAcquirePropertyPlantAndEquipment,0001564590-23-003413,2022-Q1,3805000000,1.6594202898550723
ORCL,2022,4,2022-05-31,2022,2,8090,1423000000,4511000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-24-075605,2022-Q2,4511000000,0.9846582984658299
ORCL,2023,1,2022-08-31,2022,3,8091,1719000000,1719000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-23-047713,2022-Q3,5168000000,0.6186440677966101
ORCL,2023,2,2022-11-30,2022,4,8092,2435000000,4154000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-23-069682,2022-Q4,6678000000,1.6324324324324326
ORCL,2023,3,2023-02-28,2023,1,8093,2628000000,6782000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-24-029904,2023-Q1,8205000000,1.3869209809264307
ORCL,2023,4,2023-05-31,2023,2,8094,1913000000,8695000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-25-087926,2023-Q2,8695000000,0.3443429374560787
ORCL,2024,1,2023-08-31,2023,3,8095,1314000000,1314000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-24-104905,2023-Q3,8290000000,-0.23560209424083767
ORCL,2024,2,2023-11-30,2023,4,8096,1080000000,2394000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-24-134973,2023-Q4,6935000000,-0.5564681724845996
ORCL,2024,3,2024-02-29,2024,1,8097,1674000000,4068000000,PaymentsToAcquirePropertyPlantAndEquipment,0000950170-25-037143,2024-Q1,5981000000,-0.363013698630137
ORCL,2024,4,2024-05-31,2024,2,8098,2798000000,6866000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-26-277521,2024-Q2,6866000000,0.4626241505488762
ORCL,2025,1,2024-08-31,2024,3,8099,2303000000,2303000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-25-200095,2024-Q3,7855000000,0.7526636225266363
ORCL,2025,2,2024-11-30,2024,4,8100,3970000000,6273000000,PaymentsToAcquirePropertyPlantAndEquipment,0001193125-25-315925,2024-Q4,10745000000,2.675925925925926
